compression,streams,checkpoint_time,restore_time,total_time,timestamp,run_number
lz4,8,0.74,1.48,2.22,2026-01-27T14:52:20+00:00,2
zlib,0,3.05,1.36,4.41,2026-01-27T14:52:29+00:00,2
zlib,2,1.47,1.06,2.53,2026-01-27T14:52:35+00:00,2
zlib,4,1.09,1.08,2.17,2026-01-27T14:52:41+00:00,2
zlib,8,0.98,1.12,2.10,2026-01-27T14:52:47+00:00,2
none,0,4.13,7.71,11.84,2026-01-27T14:53:03+00:00,3
none,2,2.36,3.91,6.27,2026-01-27T14:53:14+00:00,3
none,4,1.56,2.15,3.71,2026-01-27T14:53:21+00:00,3
none,8,1.38,1.55,2.93,2026-01-27T14:53:28+00:00,3
tar,0,4.26,8.90,13.16,2026-01-27T14:53:45+00:00,3
tar,2,2.40,3.46,5.86,2026-01-27T14:53:55+00:00,3
tar,4,1.67,2.13,3.80,2026-01-27T14:54:03+00:00,3
tar,8,1.41,1.44,2.85,2026-01-27T14:54:10+00:00,3
gzip,0,2.86,1.25,4.11,2026-01-27T14:54:18+00:00,3
gzip,2,1.46,1.08,2.54,2026-01-27T14:54:25+00:00,3
gzip,4,1.13,1.04,2.17,2026-01-27T14:54:31+00:00,3
gzip,8,0.92,1.14,2.06,2026-01-27T14:54:37+00:00,3
lz4,0,1.32,2.40,3.72,2026-01-27T14:54:45+00:00,3
lz4,2,0.80,1.74,2.54,2026-01-27T14:54:51+00:00,3
lz4,4,0.81,1.54,2.35,2026-01-27T14:54:57+00:00,3
lz4,8,0.70,1.52,2.22,2026-01-27T14:55:04+00:00,3
zlib,0,2.98,1.35,4.33,2026-01-27T14:55:12+00:00,3
zlib,2,1.46,1.09,2.55,2026-01-27T14:55:19+00:00,3
zlib,4,1.16,1.07,2.23,2026-01-27T14:55:25+00:00,3
zlib,8,0.97,1.07,2.04,2026-01-27T14:55:31+00:00,3
none,0,3.98,10.29,14.27,2026-01-27T14:55:49+00:00,4
none,2,2.41,3.56,5.97,2026-01-27T14:55:59+00:00,4
none,4,1.55,2.42,3.97,2026-01-27T14:56:07+00:00,4
none,8,1.40,1.55,2.95,2026-01-27T14:56:14+00:00,4
tar,0,4.04,9.86,13.90,2026-01-27T14:56:32+00:00,4
tar,2,2.27,3.49,5.76,2026-01-27T14:56:42+00:00,4
tar,4,1.56,2.16,3.72,2026-01-27T14:56:49+00:00,4
tar,8,1.54,1.54,3.08,2026-01-27T14:56:56+00:00,4
gzip,0,2.46,1.24,3.70,2026-01-27T14:57:04+00:00,4
gzip,2,1.42,1.07,2.49,2026-01-27T14:57:11+00:00,4
gzip,4,1.00,1.07,2.07,2026-01-27T14:57:17+00:00,4
gzip,8,1.18,1.13,2.31,2026-01-27T14:57:23+00:00,4
lz4,0,1.30,2.40,3.70,2026-01-27T14:57:31+00:00,4
lz4,2,0.78,1.76,2.54,2026-01-27T14:57:37+00:00,4
lz4,4,0.76,1.48,2.24,2026-01-27T14:57:44+00:00,4
lz4,8,0.74,1.42,2.16,2026-01-27T14:57:50+00:00,4
zlib,0,2.96,1.32,4.28,2026-01-27T14:57:58+00:00,4
zlib,2,1.56,1.08,2.64,2026-01-27T14:58:05+00:00,4
zlib,4,1.07,1.06,2.13,2026-01-27T14:58:11+00:00,4
zlib,8,0.97,1.12,2.09,2026-01-27T14:58:17+00:00,4
none,0,3.99,6.71,10.70,2026-01-27T14:58:32+00:00,5
none,2,2.20,3.46,5.66,2026-01-27T14:58:41+00:00,5
none,4,1.70,2.15,3.85,2026-01-27T14:58:49+00:00,5
none,8,1.31,1.51,2.82,2026-01-27T14:58:56+00:00,5
tar,0,4.01,7.15,11.16,2026-01-27T14:59:11+00:00,5
tar,2,2.22,3.50,5.72,2026-01-27T14:59:21+00:00,5
tar,4,1.59,2.18,3.77,2026-01-27T14:59:29+00:00,5
tar,8,1.39,1.58,2.97,2026-01-27T14:59:36+00:00,5
gzip,0,2.50,1.23,3.73,2026-01-27T14:59:43+00:00,5
gzip,2,1.39,1.08,2.47,2026-01-27T14:59:50+00:00,5
gzip,4,1.07,1.08,2.15,2026-01-27T14:59:56+00:00,5
gzip,8,0.98,1.15,2.13,2026-01-27T15:00:02+00:00,5
lz4,0,1.45,2.63,4.08,2026-01-27T15:00:10+00:00,5
lz4,2,0.82,1.74,2.56,2026-01-27T15:00:17+00:00,5
lz4,4,0.78,1.58,2.36,2026-01-27T15:00:23+00:00,5
lz4,8,0.76,1.36,2.12,2026-01-27T15:00:29+00:00,5
zlib,0,3.05,1.34,4.39,2026-01-27T15:00:38+00:00,5
zlib,2,1.47,1.07,2.54,2026-01-27T15:00:44+00:00,5
zlib,4,1.13,1.07,2.20,2026-01-27T15:00:50+00:00,5
zlib,8,0.99,1.20,2.19,2026-01-27T15:00:56+00:00,5
