compression,streams,checkpoint_time,restore_time,total_time,timestamp,run_number
gzip,4,3.66,7.68,11.34,2026-01-27T15:40:06+00:00,4
gzip,8,3.10,7.27,10.37,2026-01-27T15:40:26+00:00,4
lz4,0,3.85,15.30,19.15,2026-01-27T15:40:55+00:00,4
lz4,2,2.03,8.59,10.62,2026-01-27T15:41:15+00:00,4
lz4,4,1.54,8.35,9.89,2026-01-27T15:41:35+00:00,4
lz4,8,1.52,8.49,10.01,2026-01-27T15:41:54+00:00,4
zlib,0,9.91,12.37,22.28,2026-01-27T15:42:26+00:00,4
zlib,2,5.50,9.61,15.11,2026-01-27T15:42:50+00:00,4
zlib,4,3.75,7.27,11.02,2026-01-27T15:43:11+00:00,4
zlib,8,3.05,8.04,11.09,2026-01-27T15:43:32+00:00,4
none,0,6.77,21.66,28.43,2026-01-27T15:44:09+00:00,5
none,2,3.22,13.25,16.47,2026-01-27T15:44:36+00:00,5
none,4,2.28,9.16,11.44,2026-01-27T15:44:57+00:00,5
none,8,1.95,8.20,10.15,2026-01-27T15:45:17+00:00,5
tar,0,6.39,21.65,28.04,2026-01-27T15:45:55+00:00,5
tar,2,3.51,13.13,16.64,2026-01-27T15:46:20+00:00,5
tar,4,2.25,10.43,12.68,2026-01-27T15:46:42+00:00,5
tar,8,1.91,7.67,9.58,2026-01-27T15:47:01+00:00,5
gzip,0,9.42,13.01,22.43,2026-01-27T15:47:33+00:00,5
gzip,2,5.40,8.16,13.56,2026-01-27T15:47:56+00:00,5
gzip,4,3.65,7.92,11.57,2026-01-27T15:48:17+00:00,5
gzip,8,2.88,7.61,10.49,2026-01-27T15:48:37+00:00,5
lz4,0,3.88,12.54,16.42,2026-01-27T15:49:03+00:00,5
lz4,2,2.01,9.67,11.68,2026-01-27T15:49:24+00:00,5
lz4,4,2.39,8.43,10.82,2026-01-27T15:49:45+00:00,5
lz4,8,1.56,8.01,9.57,2026-01-27T15:50:05+00:00,5
zlib,0,9.47,13.41,22.88,2026-01-27T15:50:37+00:00,5
zlib,2,5.39,10.08,15.47,2026-01-27T15:51:02+00:00,5
zlib,4,3.75,8.06,11.81,2026-01-27T15:51:23+00:00,5
zlib,8,2.95,7.87,10.82,2026-01-27T15:51:43+00:00,5
