compression,streams,checkpoint_time,restore_time,total_time,timestamp,run_number
zlib,4,2.99,7.65,10.64,2026-01-27T09:09:39+00:00,2
zlib,8,2.42,7.32,9.74,2026-01-27T09:09:58+00:00,2
none,0,1.16,6.58,7.74,2026-01-27T09:10:15+00:00,3
none,2,1.17,7.87,9.04,2026-01-27T09:10:33+00:00,3
none,4,1.04,7.49,8.53,2026-01-27T09:10:52+00:00,3
none,8,1.03,7.60,8.63,2026-01-27T09:11:10+00:00,3
tar,0,1.96,7.76,9.72,2026-01-27T09:11:29+00:00,3
tar,2,1.15,7.23,8.38,2026-01-27T09:11:46+00:00,3
tar,4,1.03,7.65,8.68,2026-01-27T09:12:05+00:00,3
tar,8,1.06,7.07,8.13,2026-01-27T09:12:22+00:00,3
gzip,0,9.05,6.98,16.03,2026-01-27T09:12:47+00:00,3
gzip,2,4.65,7.48,12.13,2026-01-27T09:13:08+00:00,3
gzip,4,3.01,7.04,10.05,2026-01-27T09:13:28+00:00,3
gzip,8,2.39,7.69,10.08,2026-01-27T09:13:51+00:00,3
lz4,0,1.92,8.04,9.96,2026-01-27T09:14:11+00:00,3
lz4,2,1.11,7.56,8.67,2026-01-27T09:14:29+00:00,3
lz4,4,1.05,8.14,9.19,2026-01-27T09:14:47+00:00,3
lz4,8,1.03,7.29,8.32,2026-01-27T09:15:05+00:00,3
zlib,0,9.40,7.95,17.35,2026-01-27T09:15:31+00:00,3
zlib,2,4.73,7.54,12.27,2026-01-27T09:15:53+00:00,3
zlib,4,2.97,7.13,10.10,2026-01-27T09:16:12+00:00,3
zlib,8,2.43,7.87,10.30,2026-01-27T09:16:32+00:00,3
none,0,1.16,5.98,7.14,2026-01-27T09:16:49+00:00,4
none,2,1.17,11.23,12.40,2026-01-27T09:17:11+00:00,4
none,4,1.01,7.26,8.27,2026-01-27T09:17:29+00:00,4
none,8,1.04,7.30,8.34,2026-01-27T09:17:51+00:00,4
tar,0,1.94,7.24,9.18,2026-01-27T09:18:10+00:00,4
tar,2,1.15,7.09,8.24,2026-01-27T09:18:28+00:00,4
tar,4,1.04,10.20,11.24,2026-01-27T09:18:52+00:00,4
tar,8,1.04,11.58,12.62,2026-01-27T09:19:14+00:00,4
gzip,0,9.26,7.04,16.30,2026-01-27T09:19:39+00:00,4
gzip,2,4.56,7.49,12.05,2026-01-27T09:20:00+00:00,4
gzip,4,2.99,7.53,10.52,2026-01-27T09:20:20+00:00,4
gzip,8,2.41,7.78,10.19,2026-01-27T09:20:40+00:00,4
lz4,0,1.91,12.48,14.39,2026-01-27T09:21:04+00:00,4
lz4,2,1.10,8.02,9.12,2026-01-27T09:21:27+00:00,4
lz4,4,1.04,8.27,9.31,2026-01-27T09:21:48+00:00,4
lz4,8,1.03,7.65,8.68,2026-01-27T09:22:06+00:00,4
zlib,0,8.90,7.66,16.56,2026-01-27T09:22:32+00:00,4
zlib,2,4.79,7.43,12.22,2026-01-27T09:22:54+00:00,4
zlib,4,3.05,7.24,10.29,2026-01-27T09:23:13+00:00,4
zlib,8,2.43,7.28,9.71,2026-01-27T09:23:32+00:00,4
none,0,1.15,6.23,7.38,2026-01-27T09:23:49+00:00,5
none,2,1.16,7.76,8.92,2026-01-27T09:24:07+00:00,5
none,4,1.03,11.02,12.05,2026-01-27T09:24:32+00:00,5
none,8,1.03,7.17,8.20,2026-01-27T09:24:49+00:00,5
tar,0,1.93,7.19,9.12,2026-01-27T09:25:08+00:00,5
tar,2,1.17,7.27,8.44,2026-01-27T09:25:26+00:00,5
tar,4,1.04,7.44,8.48,2026-01-27T09:25:45+00:00,5
tar,8,1.03,6.82,7.85,2026-01-27T09:26:02+00:00,5
gzip,0,9.28,7.86,17.14,2026-01-27T09:26:28+00:00,5
gzip,2,4.71,7.74,12.45,2026-01-27T09:26:50+00:00,5
gzip,4,2.93,10.25,13.18,2026-01-27T09:27:13+00:00,5
gzip,8,2.37,10.01,12.38,2026-01-27T09:27:35+00:00,5
lz4,0,1.92,11.11,13.03,2026-01-27T09:27:57+00:00,5
lz4,2,1.14,8.41,9.55,2026-01-27T09:28:16+00:00,5
lz4,4,1.07,7.49,8.56,2026-01-27T09:28:34+00:00,5
lz4,8,1.03,7.54,8.57,2026-01-27T09:28:51+00:00,5
zlib,0,8.93,7.06,15.99,2026-01-27T09:29:16+00:00,5
zlib,2,4.68,7.73,12.41,2026-01-27T09:29:38+00:00,5
zlib,4,2.98,7.82,10.80,2026-01-27T09:29:58+00:00,5
zlib,8,2.44,7.55,9.99,2026-01-27T09:30:17+00:00,5
