compression,streams,checkpoint_time,restore_time,total_time,timestamp,run_number
zlib,2,1.40,0.95,2.35,2026-01-26T14:14:39+00:00,2
zlib,4,0.94,0.92,1.86,2026-01-26T14:14:43+00:00,2
zlib,8,0.84,0.92,1.76,2026-01-26T14:14:48+00:00,2
none,0,0.78,0.55,1.33,2026-01-26T14:14:53+00:00,3
none,2,0.75,0.92,1.67,2026-01-26T14:14:57+00:00,3
none,4,0.62,0.96,1.58,2026-01-26T14:15:02+00:00,3
none,8,0.56,0.96,1.52,2026-01-26T14:15:07+00:00,3
tar,0,1.29,1.05,2.34,2026-01-26T14:15:12+00:00,3
tar,2,0.73,0.93,1.66,2026-01-26T14:15:17+00:00,3
tar,4,0.60,0.94,1.54,2026-01-26T14:15:22+00:00,3
tar,8,0.59,0.93,1.52,2026-01-26T14:15:27+00:00,3
gzip,0,2.33,1.15,3.48,2026-01-26T14:15:33+00:00,3
gzip,2,1.22,0.95,2.17,2026-01-26T14:15:38+00:00,3
gzip,4,0.93,0.92,1.85,2026-01-26T14:15:43+00:00,3
gzip,8,0.80,0.94,1.74,2026-01-26T14:15:48+00:00,3
lz4,0,1.19,2.31,3.50,2026-01-26T14:15:55+00:00,3
lz4,2,0.66,1.61,2.27,2026-01-26T14:16:00+00:00,3
lz4,4,0.57,1.37,1.94,2026-01-26T14:16:05+00:00,3
lz4,8,0.57,1.21,1.78,2026-01-26T14:16:10+00:00,3
zlib,0,2.46,1.28,3.74,2026-01-26T14:16:16+00:00,3
zlib,2,1.29,0.93,2.22,2026-01-26T14:16:22+00:00,3
zlib,4,0.94,0.92,1.86,2026-01-26T14:16:27+00:00,3
zlib,8,0.84,0.93,1.77,2026-01-26T14:16:31+00:00,3
none,0,0.79,0.55,1.34,2026-01-26T14:16:36+00:00,4
none,2,0.74,0.92,1.66,2026-01-26T14:16:41+00:00,4
none,4,0.59,0.94,1.53,2026-01-26T14:16:45+00:00,4
none,8,0.56,0.93,1.49,2026-01-26T14:16:50+00:00,4
tar,0,1.28,1.03,2.31,2026-01-26T14:16:55+00:00,4
tar,2,0.68,0.93,1.61,2026-01-26T14:17:00+00:00,4
tar,4,0.59,0.95,1.54,2026-01-26T14:17:05+00:00,4
tar,8,0.58,0.91,1.49,2026-01-26T14:17:09+00:00,4
gzip,0,2.38,1.15,3.53,2026-01-26T14:17:16+00:00,4
gzip,2,1.30,0.97,2.27,2026-01-26T14:17:21+00:00,4
gzip,4,0.92,0.92,1.84,2026-01-26T14:17:26+00:00,4
gzip,8,0.82,0.92,1.74,2026-01-26T14:17:31+00:00,4
lz4,0,1.20,2.31,3.51,2026-01-26T14:17:38+00:00,4
lz4,2,0.64,1.62,2.26,2026-01-26T14:17:43+00:00,4
lz4,4,0.60,1.36,1.96,2026-01-26T14:17:48+00:00,4
lz4,8,0.57,1.29,1.86,2026-01-26T14:17:53+00:00,4
zlib,0,2.45,1.27,3.72,2026-01-26T14:18:00+00:00,4
zlib,2,1.28,0.96,2.24,2026-01-26T14:18:05+00:00,4
zlib,4,0.96,0.93,1.89,2026-01-26T14:18:10+00:00,4
zlib,8,0.85,0.94,1.79,2026-01-26T14:18:15+00:00,4
none,0,0.78,0.55,1.33,2026-01-26T14:18:19+00:00,5
none,2,0.73,0.91,1.64,2026-01-26T14:18:24+00:00,5
none,4,0.61,0.95,1.56,2026-01-26T14:18:28+00:00,5
none,8,0.57,0.95,1.52,2026-01-26T14:18:33+00:00,5
tar,0,1.26,1.05,2.31,2026-01-26T14:18:38+00:00,5
tar,2,0.71,0.92,1.63,2026-01-26T14:18:43+00:00,5
tar,4,0.62,0.92,1.54,2026-01-26T14:18:48+00:00,5
tar,8,0.58,0.92,1.50,2026-01-26T14:18:53+00:00,5
gzip,0,2.31,1.15,3.46,2026-01-26T14:18:59+00:00,5
gzip,2,1.24,0.98,2.22,2026-01-26T14:19:04+00:00,5
gzip,4,0.91,0.91,1.82,2026-01-26T14:19:09+00:00,5
gzip,8,0.81,0.91,1.72,2026-01-26T14:19:14+00:00,5
lz4,0,1.18,2.31,3.49,2026-01-26T14:19:21+00:00,5
lz4,2,0.63,1.64,2.27,2026-01-26T14:19:26+00:00,5
lz4,4,0.57,1.36,1.93,2026-01-26T14:19:31+00:00,5
lz4,8,0.56,1.32,1.88,2026-01-26T14:19:36+00:00,5
zlib,0,2.84,1.29,4.13,2026-01-26T14:19:43+00:00,5
zlib,2,1.27,0.95,2.22,2026-01-26T14:19:48+00:00,5
zlib,4,0.93,0.93,1.86,2026-01-26T14:19:53+00:00,5
zlib,8,0.87,0.93,1.80,2026-01-26T14:19:58+00:00,5
